ensembl_gene_id	humantfs_gene_name	ensembl_transcript_id	tf_family	n_dbd
ENSG00000118707	TGIF2	ENST00000558028	Homeodomain	1
ENSG00000118707	TGIF2	ENST00000611732	Homeodomain	1
ENSG00000118922	KLF12	ENST00000377669	C2H2 ZF	3
ENSG00000119042	SATB2	ENST00000260926	CUT; Homeodomain	4
ENSG00000119042	SATB2	ENST00000417098	CUT; Homeodomain	4
ENSG00000119042	SATB2	ENST00000428695	CUT; Homeodomain	3
ENSG00000119042	SATB2	ENST00000457245	CUT; Homeodomain	4
ENSG00000119138	KLF9	ENST00000377126	C2H2 ZF	3
ENSG00000119508	NR4A3	ENST00000338488	Nuclear receptor	1
ENSG00000119508	NR4A3	ENST00000395097	Nuclear receptor	1
ENSG00000119547	ONECUT2	ENST00000491143	CUT; Homeodomain	2
ENSG00000119574	ZBTB45	ENST00000354590	C2H2 ZF	4
ENSG00000119574	ZBTB45	ENST00000594051	C2H2 ZF	4
ENSG00000119608	PROX2	ENST00000556084	Prospero	1
ENSG00000119608	PROX2	ENST00000556489	Prospero	1
ENSG00000119614	VSX2	ENST00000261980	Homeodomain	1
ENSG00000119715	ESRRB	ENST00000509242	Nuclear receptor	1
ENSG00000119725	ZNF410	ENST00000324593	C2H2 ZF	5
ENSG00000119725	ZNF410	ENST00000442160	C2H2 ZF	5
ENSG00000119725	ZNF410	ENST00000540593	C2H2 ZF	5
ENSG00000119725	ZNF410	ENST00000555044	C2H2 ZF	5
ENSG00000119725	ZNF410	ENST00000554797	C2H2 ZF	0
ENSG00000119725	ZNF410	ENST00000556797	C2H2 ZF	0
ENSG00000119866	BCL11A	ENST00000335712	C2H2 ZF	6
ENSG00000119866	BCL11A	ENST00000356842	C2H2 ZF	3
ENSG00000119866	BCL11A	ENST00000358510	C2H2 ZF	5
ENSG00000119866	BCL11A	ENST00000359629	C2H2 ZF	1
ENSG00000119866	BCL11A	ENST00000642384	C2H2 ZF	6
ENSG00000119866	BCL11A	ENST00000409351	C2H2 ZF	0
ENSG00000119919	NKX2-3	ENST00000344586	Homeodomain	1
ENSG00000119950	MXI1	ENST00000239007	bHLH	1
ENSG00000119950	MXI1	ENST00000332674	bHLH	1
ENSG00000119950	MXI1	ENST00000361248	bHLH	1
ENSG00000119950	MXI1	ENST00000393134	bHLH	1
ENSG00000120068	HOXB8	ENST00000239144	Homeodomain	1
ENSG00000120068	HOXB8	ENST00000576562	Homeodomain	1
ENSG00000120075	HOXB5	ENST00000239151	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000311626	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000470495	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000472863	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000476342	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000489475	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000490677	Homeodomain	1
ENSG00000120093	HOXB3	ENST00000498678	Homeodomain	1
ENSG00000120094	HOXB1	ENST00000239174	Homeodomain	1
ENSG00000120094	HOXB1	ENST00000577092	Homeodomain	0
ENSG00000120149	MSX2	ENST00000239243	Homeodomain	1
ENSG00000120149	MSX2	ENST00000507785	Homeodomain	0
ENSG00000120669	SOHLH2	ENST00000379881	bHLH	1
ENSG00000120669	SOHLH2	ENST00000317764	bHLH	0
ENSG00000120690	ELF1	ENST00000239882	Ets	1
ENSG00000120690	ELF1	ENST00000625359	Ets	1
ENSG00000120690	ELF1	ENST00000405737	Ets	0
ENSG00000120693	SMAD9	ENST00000350148	SMAD	1
ENSG00000120693	SMAD9	ENST00000399275	SMAD	1
ENSG00000120738	EGR1	ENST00000239938	C2H2 ZF	3
ENSG00000120784	ZFP30	ENST00000351218	C2H2 ZF	13
ENSG00000120784	ZFP30	ENST00000514101	C2H2 ZF	13
ENSG00000120798	NR2C1	ENST00000333003	Nuclear receptor	1
ENSG00000120798	NR2C1	ENST00000393101	Nuclear receptor	1
ENSG00000121068	TBX2	ENST00000240328	T-box	1
ENSG00000121075	TBX4	ENST00000240335	T-box	1
ENSG00000121075	TBX4	ENST00000644296	T-box	1
ENSG00000121297	TSHZ3	ENST00000240587	C2H2 ZF; Homeodomain	6
ENSG00000121297	TSHZ3	ENST00000558569	C2H2 ZF; Homeodomain	0
ENSG00000121406	ZNF549	ENST00000240719	C2H2 ZF	15
ENSG00000121406	ZNF549	ENST00000376233	C2H2 ZF	15
ENSG00000121406	ZNF549	ENST00000602149	C2H2 ZF	0
ENSG00000121413	ZSCAN18	ENST00000240727	C2H2 ZF	2
ENSG00000121413	ZSCAN18	ENST00000433686	C2H2 ZF	2
ENSG00000121413	ZSCAN18	ENST00000600404	C2H2 ZF	2
ENSG00000121413	ZSCAN18	ENST00000601144	C2H2 ZF	2
ENSG00000121413	ZSCAN18	ENST00000600845	C2H2 ZF	0
ENSG00000121413	ZSCAN18	ENST00000595944	C2H2 ZF	0
ENSG00000121417	ZNF211	ENST00000240731	C2H2 ZF	12
ENSG00000121417	ZNF211	ENST00000254182	C2H2 ZF	12
ENSG00000121417	ZNF211	ENST00000347302	C2H2 ZF	12
ENSG00000121417	ZNF211	ENST00000391703	C2H2 ZF	12
ENSG00000121417	ZNF211	ENST00000407202	C2H2 ZF	12
ENSG00000121454	LHX4	ENST00000263726	Homeodomain	1
ENSG00000121864	ZNF639	ENST00000326361	C2H2 ZF	9
ENSG00000121864	ZNF639	ENST00000466264	C2H2 ZF	3
ENSG00000121864	ZNF639	ENST00000484866	C2H2 ZF	9
ENSG00000121864	ZNF639	ENST00000496856	C2H2 ZF	9
ENSG00000121864	ZNF639	ENST00000621687	C2H2 ZF	9
ENSG00000121903	ZSCAN20	ENST00000361328	C2H2 ZF; Myb/SANT	12
ENSG00000121903	ZSCAN20	ENST00000373413	C2H2 ZF; Myb/SANT	0
ENSG00000122034	GTF3A	ENST00000381140	C2H2 ZF	9
ENSG00000122034	GTF3A	ENST00000640289	C2H2 ZF	9
ENSG00000122145	TBX22	ENST00000373294	T-box	1
ENSG00000122145	TBX22	ENST00000373296	T-box	1
ENSG00000122180	MYOG	ENST00000241651	bHLH	1
ENSG00000122386	ZNF205	ENST00000382192	C2H2 ZF	8
ENSG00000122386	ZNF205	ENST00000620094	C2H2 ZF	8
ENSG00000122482	ZNF644	ENST00000337393	C2H2 ZF	8
ENSG00000122482	ZNF644	ENST00000347275	C2H2 ZF	0
ENSG00000122482	ZNF644	ENST00000361321	C2H2 ZF	0
ENSG00000122592	HOXA7	ENST00000242159	Homeodomain	1
ENSG00000122691	TWIST1	ENST00000242261	bHLH	1
ENSG00000122859	NEUROG3	ENST00000242462	bHLH	1
ENSG00000122877	EGR2	ENST00000242480	C2H2 ZF	3
ENSG00000122877	EGR2	ENST00000411732	C2H2 ZF	3
ENSG00000122877	EGR2	ENST00000439032	C2H2 ZF	3
ENSG00000123095	BHLHE41	ENST00000242728	bHLH	1
ENSG00000123268	ATF1	ENST00000262053	bZIP	1
ENSG00000123307	NEUROD4	ENST00000242994	bHLH	1
ENSG00000123358	NR4A1	ENST00000243050	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000360284	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000394825	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000545748	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000546842	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000548232	Nuclear receptor	1
ENSG00000123358	NR4A1	ENST00000548977	Nuclear receptor	0
ENSG00000123364	HOXC13	ENST00000243056	Homeodomain	1
ENSG00000123388	HOXC11	ENST00000546378	Homeodomain	1
ENSG00000123405	NFE2	ENST00000312156	bZIP	1
ENSG00000123405	NFE2	ENST00000435572	bZIP	1
ENSG00000123405	NFE2	ENST00000540264	bZIP	1
ENSG00000123405	NFE2	ENST00000553070	bZIP	1
ENSG00000123407	HOXC12	ENST00000243103	Homeodomain	1
ENSG00000123411	IKZF4	ENST00000431367	C2H2 ZF	6
ENSG00000123411	IKZF4	ENST00000547167	C2H2 ZF	6
ENSG00000123411	IKZF4	ENST00000547791	C2H2 ZF	6
ENSG00000123576	ESX1	ENST00000372588	Homeodomain	1
ENSG00000123636	BAZ2B	ENST00000392782	MBD	1
ENSG00000123636	BAZ2B	ENST00000392783	MBD	1
ENSG00000123685	BATF3	ENST00000243440	bZIP	1
ENSG00000123933	MXD4	ENST00000337190	bHLH	1
ENSG00000124092	CTCFL	ENST00000243914	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000371196	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000422869	C2H2 ZF	10
ENSG00000124092	CTCFL	ENST00000423479	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000429804	C2H2 ZF	9
ENSG00000124092	CTCFL	ENST00000432255	C2H2 ZF	5
ENSG00000124092	CTCFL	ENST00000433949	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000481655	C2H2 ZF	3
ENSG00000124092	CTCFL	ENST00000502686	C2H2 ZF	10
ENSG00000124092	CTCFL	ENST00000539382	C2H2 ZF	10
ENSG00000124092	CTCFL	ENST00000608158	C2H2 ZF	3
ENSG00000124092	CTCFL	ENST00000608263	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000608425	C2H2 ZF	10
ENSG00000124092	CTCFL	ENST00000608440	C2H2 ZF	11
ENSG00000124092	CTCFL	ENST00000608903	C2H2 ZF	9
ENSG00000124092	CTCFL	ENST00000609232	C2H2 ZF	11
ENSG00000124151	NCOA3	ENST00000371997	bHLH	1
ENSG00000124151	NCOA3	ENST00000371998	bHLH	1
ENSG00000124151	NCOA3	ENST00000372004	bHLH	1
ENSG00000124203	ZNF831	ENST00000371030	C2H2 ZF	2
ENSG00000124216	SNAI1	ENST00000244050	C2H2 ZF	4
ENSG00000124232	RBPJL	ENST00000343694	CSL	1
ENSG00000124232	RBPJL	ENST00000372741	CSL	1
ENSG00000124232	RBPJL	ENST00000372743	CSL	1
ENSG00000124440	HIF3A	ENST00000300862	bHLH	1
ENSG00000124440	HIF3A	ENST00000377670	bHLH	1
ENSG00000124440	HIF3A	ENST00000244303	bHLH	0
ENSG00000124440	HIF3A	ENST00000472815	bHLH	0
ENSG00000124440	HIF3A	ENST00000600383	bHLH	0
ENSG00000124444	ZNF576	ENST00000336564	C2H2 ZF	4
ENSG00000124444	ZNF576	ENST00000391965	C2H2 ZF	4
ENSG00000124444	ZNF576	ENST00000525771	C2H2 ZF	4
ENSG00000124444	ZNF576	ENST00000529930	C2H2 ZF	4
ENSG00000124444	ZNF576	ENST00000533118	C2H2 ZF	4
ENSG00000124459	ZNF45	ENST00000269973	C2H2 ZF	15
ENSG00000124459	ZNF45	ENST00000589703	C2H2 ZF	15
ENSG00000124496	TRERF1	ENST00000372917	C2H2 ZF	3
ENSG00000124496	TRERF1	ENST00000372922	C2H2 ZF	3
ENSG00000124496	TRERF1	ENST00000541110	C2H2 ZF	3
ENSG00000124613	ZNF391	ENST00000244576	C2H2 ZF	9
ENSG00000124664	SPDEF	ENST00000374037	Ets	1
ENSG00000124664	SPDEF	ENST00000544425	Ets	1
ENSG00000124766	SOX4	ENST00000244745	HMG/Sox	1
ENSG00000124782	RREB1	ENST00000334984	C2H2 ZF	14
ENSG00000124782	RREB1	ENST00000349384	C2H2 ZF	15
ENSG00000124782	RREB1	ENST00000379933	C2H2 ZF	15
ENSG00000124782	RREB1	ENST00000379938	C2H2 ZF	16
ENSG00000124782	RREB1	ENST00000483150	C2H2 ZF	10
ENSG00000124813	RUNX2	ENST00000359524	Runt	1
ENSG00000124813	RUNX2	ENST00000625924	Runt	1
ENSG00000124813	RUNX2	ENST00000647337	Runt	1
ENSG00000124827	GCM2	ENST00000379491	GCM	1
ENSG00000124920	MYRF	ENST00000265460	Ndt80/PhoG	1
ENSG00000124920	MYRF	ENST00000278836	Ndt80/PhoG	1
ENSG00000124920	MYRF	ENST00000389602	Ndt80/PhoG	0
ENSG00000125285	SOX21	ENST00000376945	HMG/Sox	1
ENSG00000125347	IRF1	ENST00000245414	IRF	1
ENSG00000125347	IRF1	ENST00000476613	IRF	1
ENSG00000125347	IRF1	ENST00000613424	IRF	1
ENSG00000125398	SOX9	ENST00000245479	HMG/Sox	1
ENSG00000125482	TTF1	ENST00000334270	Myb/SANT	2
ENSG00000125482	TTF1	ENST00000612514	Myb/SANT	2
ENSG00000125492	BARHL1	ENST00000263610	Homeodomain	1
ENSG00000125492	BARHL1	ENST00000542090	Homeodomain	1
ENSG00000125520	SLC2A4RG	ENST00000266077	C2H2 ZF	1
ENSG00000125533	BHLHE23	ENST00000370346	bHLH	1
ENSG00000125533	BHLHE23	ENST00000612929	bHLH	1
ENSG00000125618	PAX8	ENST00000263334	Paired box	1
ENSG00000125618	PAX8	ENST00000263335	Paired box	1
ENSG00000125618	PAX8	ENST00000348715	Paired box	1
ENSG00000125618	PAX8	ENST00000397647	Paired box	1
ENSG00000125618	PAX8	ENST00000429538	Paired box	1
ENSG00000125618	PAX8	ENST00000465084	Paired box	0
ENSG00000125740	FOSB	ENST00000353609	bZIP	1
ENSG00000125740	FOSB	ENST00000586615	bZIP	1
ENSG00000125740	FOSB	ENST00000591858	bZIP	1
ENSG00000125740	FOSB	ENST00000592811	bZIP	1
ENSG00000125740	FOSB	ENST00000615753	bZIP	1
ENSG00000125740	FOSB	ENST00000585836	bZIP	0
ENSG00000125740	FOSB	ENST00000417353	bZIP	0
ENSG00000125740	FOSB	ENST00000443841	bZIP	0
ENSG00000125740	FOSB	ENST00000590335	bZIP	0
ENSG00000125798	FOXA2	ENST00000377115	Forkhead	1
ENSG00000125798	FOXA2	ENST00000419308	Forkhead	1
ENSG00000125812	GZF1	ENST00000338121	C2H2 ZF	10
ENSG00000125812	GZF1	ENST00000377051	C2H2 ZF	10
ENSG00000125813	PAX1	ENST00000444366	Paired box	1
ENSG00000125813	PAX1	ENST00000613128	Paired box	1
ENSG00000125816	NKX2-4	ENST00000351817	Homeodomain	1
ENSG00000125817	CENPB	ENST00000379751	CENPB; Pipsqueak	2
ENSG00000125820	NKX2-2	ENST00000377142	Homeodomain	1
ENSG00000125846	ZNF133	ENST00000316358	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000377671	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000401790	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000402618	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000538547	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000628216	C2H2 ZF	15
ENSG00000125846	ZNF133	ENST00000630056	C2H2 ZF	15
ENSG00000125850	OVOL2	ENST00000278780	C2H2 ZF	4
ENSG00000125878	TCF15	ENST00000246080	bHLH	1
ENSG00000125945	ZNF436	ENST00000314011	C2H2 ZF	12
ENSG00000125945	ZNF436	ENST00000374608	C2H2 ZF	12
ENSG00000125952	MAX	ENST00000246163	bHLH	1
ENSG00000125952	MAX	ENST00000284165	bHLH	1
ENSG00000125952	MAX	ENST00000341653	bHLH	1
ENSG00000125952	MAX	ENST00000358402	bHLH	1
ENSG00000125952	MAX	ENST00000358664	bHLH	1
ENSG00000125952	MAX	ENST00000555667	bHLH	1
ENSG00000125952	MAX	ENST00000556443	bHLH	1
ENSG00000125952	MAX	ENST00000618858	bHLH	1
ENSG00000126003	PLAGL2	ENST00000246229	C2H2 ZF	6
ENSG00000126351	THRA	ENST00000264637	Nuclear receptor	1
ENSG00000126351	THRA	ENST00000394121	Nuclear receptor	1
ENSG00000126351	THRA	ENST00000450525	Nuclear receptor	1
ENSG00000126351	THRA	ENST00000546243	Nuclear receptor	1
ENSG00000126351	THRA	ENST00000584985	Nuclear receptor	1
ENSG00000126368	NR1D1	ENST00000246672	Nuclear receptor	1
ENSG00000126456	IRF3	ENST00000309877	IRF	1
ENSG00000126456	IRF3	ENST00000377139	IRF	1
ENSG00000126456	IRF3	ENST00000442265	IRF	1
ENSG00000126456	IRF3	ENST00000597198	IRF	1
ENSG00000126456	IRF3	ENST00000599223	IRF	1
ENSG00000126456	IRF3	ENST00000601291	IRF	1
ENSG00000126456	IRF3	ENST00000601809	IRF	1
ENSG00000126456	IRF3	ENST00000377135	IRF	0
ENSG00000126456	IRF3	ENST00000593818	IRF	0
ENSG00000126456	IRF3	ENST00000593922	IRF	0
ENSG00000126456	IRF3	ENST00000596765	IRF	0
ENSG00000126456	IRF3	ENST00000599144	IRF	0
ENSG00000126456	IRF3	ENST00000600022	IRF	0
ENSG00000126456	IRF3	ENST00000601373	IRF	0
ENSG00000126561	STAT5A	ENST00000345506	STAT	1
ENSG00000126561	STAT5A	ENST00000546010	STAT	1
ENSG00000126561	STAT5A	ENST00000588868	STAT	1
ENSG00000126561	STAT5A	ENST00000590949	STAT	1
ENSG00000126561	STAT5A	ENST00000587646	STAT	0
ENSG00000126603	GLIS2	ENST00000262366	C2H2 ZF	5
ENSG00000126603	GLIS2	ENST00000433375	C2H2 ZF	5
ENSG00000126746	ZNF384	ENST00000319770	C2H2 ZF	6
ENSG00000126746	ZNF384	ENST00000355772	C2H2 ZF	6
ENSG00000126746	ZNF384	ENST00000396801	C2H2 ZF	8
ENSG00000126746	ZNF384	ENST00000540915	C2H2 ZF	0
ENSG00000126767	ELK1	ENST00000247161	Ets	1
ENSG00000126767	ELK1	ENST00000343894	Ets	1
ENSG00000126767	ELK1	ENST00000376983	Ets	1
ENSG00000126778	SIX1	ENST00000645694	Homeodomain	1
ENSG00000126804	ZBTB1	ENST00000358738	C2H2 ZF	5
ENSG00000126804	ZBTB1	ENST00000554015	C2H2 ZF	8
ENSG00000127081	ZNF484	ENST00000332591	C2H2 ZF	17
ENSG00000127081	ZNF484	ENST00000375495	C2H2 ZF	17
ENSG00000127081	ZNF484	ENST00000395505	C2H2 ZF	17
ENSG00000127124	HIVEP3	ENST00000372583	C2H2 ZF	4
ENSG00000127124	HIVEP3	ENST00000372584	C2H2 ZF	4
ENSG00000127152	BCL11B	ENST00000345514	C2H2 ZF	6
ENSG00000127152	BCL11B	ENST00000357195	C2H2 ZF	6
ENSG00000127528	KLF2	ENST00000248071	C2H2 ZF	3
ENSG00000127903	ZNF835	ENST00000537055	C2H2 ZF	14
ENSG00000128000	ZNF780B	ENST00000221355	C2H2 ZF	23
ENSG00000128000	ZNF780B	ENST00000434248	C2H2 ZF	23
ENSG00000128272	ATF4	ENST00000337304	bZIP	1
ENSG00000128272	ATF4	ENST00000396680	bZIP	1
ENSG00000128573	FOXP2	ENST00000350908	Forkhead	1
ENSG00000128573	FOXP2	ENST00000403559	Forkhead	1
ENSG00000128573	FOXP2	ENST00000408937	Forkhead	1
ENSG00000128573	FOXP2	ENST00000360232	Forkhead	0
ENSG00000128573	FOXP2	ENST00000378237	Forkhead	0
ENSG00000128573	FOXP2	ENST00000390668	Forkhead	0
ENSG00000128573	FOXP2	ENST00000462331	Forkhead	0
ENSG00000128604	IRF5	ENST00000249375	IRF	1
ENSG00000128604	IRF5	ENST00000357234	IRF	1
ENSG00000128604	IRF5	ENST00000402030	IRF	1
ENSG00000128604	IRF5	ENST00000477535	IRF	1
ENSG00000128604	IRF5	ENST00000619830	IRF	1
ENSG00000128610	FEZF1	ENST00000427185	C2H2 ZF	6
ENSG00000128610	FEZF1	ENST00000442488	C2H2 ZF	6
ENSG00000128610	FEZF1	ENST00000418046	C2H2 ZF	0
ENSG00000128645	HOXD1	ENST00000331462	Homeodomain	1
ENSG00000128652	HOXD3	ENST00000249440	Homeodomain	1
ENSG00000128709	HOXD9	ENST00000249499	Homeodomain	1
ENSG00000128710	HOXD10	ENST00000249501	Homeodomain	1
ENSG00000128713	HOXD11	ENST00000249504	Homeodomain	1
ENSG00000128714	HOXD13	ENST00000392539	Homeodomain	1
ENSG00000129028	THAP10	ENST00000249861	THAP finger	1
ENSG00000129071	MBD4	ENST00000249910	MBD	1
ENSG00000129071	MBD4	ENST00000429544	MBD	1
ENSG00000129071	MBD4	ENST00000503197	MBD	1
ENSG00000129071	MBD4	ENST00000507208	MBD	1
ENSG00000129071	MBD4	ENST00000393278	MBD	0
ENSG00000129152	MYOD1	ENST00000250003	bHLH	1
ENSG00000129173	E2F8	ENST00000250024	E2F	2
ENSG00000129173	E2F8	ENST00000527884	E2F	2
ENSG00000129173	E2F8	ENST00000532666	E2F	0
ENSG00000129194	SOX15	ENST00000250055	HMG/Sox	1
ENSG00000129194	SOX15	ENST00000538513	HMG/Sox	1
ENSG00000129194	SOX15	ENST00000570788	HMG/Sox	1
ENSG00000129514	FOXA1	ENST00000250448	Forkhead	1
ENSG00000129535	NRL	ENST00000396995	bZIP	1
ENSG00000129535	NRL	ENST00000396997	bZIP	1
ENSG00000129535	NRL	ENST00000397002	bZIP	1
ENSG00000129535	NRL	ENST00000560550	bZIP	1
ENSG00000129535	NRL	ENST00000561028	bZIP	1
ENSG00000129654	FOXJ1	ENST00000322957	Forkhead	1
ENSG00000129911	KLF16	ENST00000250916	C2H2 ZF	3
ENSG00000129911	KLF16	ENST00000617223	C2H2 ZF	3
ENSG00000130182	ZSCAN10	ENST00000252463	C2H2 ZF	14
ENSG00000130182	ZSCAN10	ENST00000575108	C2H2 ZF	12
ENSG00000130182	ZSCAN10	ENST00000576985	C2H2 ZF	14
ENSG00000130522	JUND	ENST00000252818	bZIP	1
ENSG00000130522	JUND	ENST00000600972	bZIP	1
ENSG00000130544	ZNF557	ENST00000252840	C2H2 ZF	10
ENSG00000130544	ZNF557	ENST00000414706	C2H2 ZF	10
ENSG00000130584	ZBTB46	ENST00000302995	C2H2 ZF	3
ENSG00000130584	ZBTB46	ENST00000395104	C2H2 ZF	3
ENSG00000130675	MNX1	ENST00000252971	Homeodomain	1
ENSG00000130675	MNX1	ENST00000428439	Homeodomain	1
ENSG00000130675	MNX1	ENST00000543409	Homeodomain	1
ENSG00000130675	MNX1	ENST00000469500	Homeodomain	0
ENSG00000130675	MNX1	ENST00000479817	Homeodomain	0
ENSG00000130675	MNX1	ENST00000425745	Homeodomain	0
ENSG00000130684	ZNF337	ENST00000252979	C2H2 ZF	20
ENSG00000130684	ZNF337	ENST00000376436	C2H2 ZF	20
ENSG00000130700	GATA5	ENST00000252997	GATA	2
ENSG00000130711	PRDM12	ENST00000253008	C2H2 ZF	3
ENSG00000130751	NPAS1	ENST00000449844	bHLH	1
ENSG00000130751	NPAS1	ENST00000602212	bHLH	1
ENSG00000130751	NPAS1	ENST00000439365	bHLH	0
ENSG00000130803	ZNF317	ENST00000247956	C2H2 ZF	13
ENSG00000130803	ZNF317	ENST00000360385	C2H2 ZF	13
ENSG00000130816	DNMT1	ENST00000340748	CxxC ZF	1
ENSG00000130816	DNMT1	ENST00000359526	CxxC ZF	1
ENSG00000130816	DNMT1	ENST00000590619	CxxC ZF	0
ENSG00000130818	ZNF426	ENST00000253115	C2H2 ZF	12
ENSG00000130818	ZNF426	ENST00000535489	C2H2 ZF	12
ENSG00000130818	ZNF426	ENST00000593003	C2H2 ZF	12
ENSG00000130818	ZNF426	ENST00000589289	C2H2 ZF	0
ENSG00000130844	ZNF331	ENST00000253144	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000411977	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000504493	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000511154	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000512387	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000513999	C2H2 ZF	12
ENSG00000130844	ZNF331	ENST00000502248	C2H2 ZF	0
ENSG00000130844	ZNF331	ENST00000502616	C2H2 ZF	0
ENSG00000130844	ZNF331	ENST00000505426	C2H2 ZF	0
ENSG00000130856	ZNF236	ENST00000253159	C2H2 ZF	30
ENSG00000130856	ZNF236	ENST00000320610	C2H2 ZF	30
ENSG00000130856	ZNF236	ENST00000579322	C2H2 ZF	9
ENSG00000130940	CASZ1	ENST00000344008	C2H2 ZF	5
ENSG00000130940	CASZ1	ENST00000377022	C2H2 ZF	11
ENSG00000131061	ZNF341	ENST00000342427	C2H2 ZF	12
ENSG00000131061	ZNF341	ENST00000375200	C2H2 ZF	12
ENSG00000131115	ZNF227	ENST00000313040	C2H2 ZF	18
ENSG00000131115	ZNF227	ENST00000589005	C2H2 ZF	18
ENSG00000131115	ZNF227	ENST00000621083	C2H2 ZF	18
ENSG00000131115	ZNF227	ENST00000586228	C2H2 ZF	0
ENSG00000131115	ZNF227	ENST00000588219	C2H2 ZF	0
ENSG00000131116	ZNF428	ENST00000300811	C2H2 ZF	1
ENSG00000131127	ZNF141	ENST00000240499	C2H2 ZF	11
ENSG00000131127	ZNF141	ENST00000512994	C2H2 ZF	1
ENSG00000131196	NFATC1	ENST00000253506	Rel	1
ENSG00000131196	NFATC1	ENST00000318065	Rel	1
ENSG00000131196	NFATC1	ENST00000329101	Rel	1
ENSG00000131196	NFATC1	ENST00000397790	Rel	1
ENSG00000131196	NFATC1	ENST00000427363	Rel	1
ENSG00000131196	NFATC1	ENST00000542384	Rel	1
ENSG00000131196	NFATC1	ENST00000545796	Rel	1
ENSG00000131196	NFATC1	ENST00000586434	Rel	1
ENSG00000131196	NFATC1	ENST00000587635	Rel	1
ENSG00000131196	NFATC1	ENST00000591814	Rel	1
ENSG00000131196	NFATC1	ENST00000592223	Rel	1
ENSG00000131264	CDX4	ENST00000373514	Homeodomain	1
ENSG00000131381	RBSN	ENST00000253699	C2H2 ZF	1
ENSG00000131381	RBSN	ENST00000449050	C2H2 ZF	1
ENSG00000131381	RBSN	ENST00000476527	C2H2 ZF	1
ENSG00000131408	NR1H2	ENST00000253727	Nuclear receptor	1
ENSG00000131408	NR1H2	ENST00000597157	Nuclear receptor	1
ENSG00000131408	NR1H2	ENST00000597790	Nuclear receptor	1
ENSG00000131408	NR1H2	ENST00000411902	Nuclear receptor	0
ENSG00000131668	BARX1	ENST00000253968	Homeodomain	1
ENSG00000131668	BARX1	ENST00000401724	Homeodomain	1
ENSG00000131721	RHOXF2	ENST00000371388	Homeodomain	1
ENSG00000131759	RARA	ENST00000254066	Nuclear receptor	1
ENSG00000131759	RARA	ENST00000394081	Nuclear receptor	1
ENSG00000131759	RARA	ENST00000394086	Nuclear receptor	1
ENSG00000131759	RARA	ENST00000394089	Nuclear receptor	1
ENSG00000131759	RARA	ENST00000425707	Nuclear receptor	0
ENSG00000131845	ZNF304	ENST00000282286	C2H2 ZF	16
ENSG00000131845	ZNF304	ENST00000443917	C2H2 ZF	16
ENSG00000131845	ZNF304	ENST00000598744	C2H2 ZF	16
ENSG00000131848	ZSCAN5A	ENST00000391713	C2H2 ZF	5
ENSG00000131848	ZSCAN5A	ENST00000587340	C2H2 ZF	5
ENSG00000131848	ZSCAN5A	ENST00000587492	C2H2 ZF	5
ENSG00000131848	ZSCAN5A	ENST00000592355	C2H2 ZF	5
ENSG00000131848	ZSCAN5A	ENST00000592509	C2H2 ZF	0
ENSG00000131848	ZSCAN5A	ENST00000592679	C2H2 ZF	0
ENSG00000131849	ZNF132	ENST00000254166	C2H2 ZF	17
ENSG00000131914	LIN28A	ENST00000254231	CSD	1
ENSG00000131914	LIN28A	ENST00000326279	CSD	1
ENSG00000131931	THAP1	ENST00000254250	THAP finger	1
ENSG00000131931	THAP1	ENST00000345117	THAP finger	0
ENSG00000132005	RFX1	ENST00000254325	RFX	1
ENSG00000132010	ZNF20	ENST00000334213	C2H2 ZF	14
ENSG00000132010	ZNF20	ENST00000418866	C2H2 ZF	2
ENSG00000132170	PPARG	ENST00000287820	Nuclear receptor	1
ENSG00000132170	PPARG	ENST00000309576	Nuclear receptor	1
ENSG00000132170	PPARG	ENST00000397000	Nuclear receptor	1
ENSG00000132170	PPARG	ENST00000397010	Nuclear receptor	1
